experiment,model,seed,train_size,test_size,training_seconds,inference_seconds,preprocessing,parameters,accuracy,balanced_accuracy,precision,recall,specificity,f1,mcc,roc_auc,pr_auc,tn,fp,fn,tp,author_printed_recall,author_printed_precision
B_author_cleaned_MCC_grid,SVM,0,271,68,0.0017093340002247714,0.0005750419995820266,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",0.9705882352941176,0.972972972972973,1.0,0.9459459459459459,1.0,0.9722222222222222,0.9426642502057074,0.994768962510898,0.9962287869264612,31,0,2,35,0.9393939393939394,1.0
B_author_cleaned_MCC_grid,SVM,1,271,68,0.0016923330003919546,0.0005568750002566958,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",0.9558823529411765,0.9594594594594594,0.9117647058823529,1.0,0.918918918918919,0.9538461538461539,0.9153348228041135,0.994768962510898,0.9939255015939419,34,3,0,31,1.0,0.918918918918919
B_author_cleaned_MCC_grid,SVM,2,271,68,0.002071417000479414,0.0005917500002396991,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",0.9705882352941176,0.9666666666666667,1.0,0.9333333333333333,1.0,0.9655172413793104,0.941629792788369,1.0,1.0,38,0,2,28,0.95,1.0
B_author_cleaned_MCC_grid,SVM,3,271,68,0.0016017910002119606,0.0005395409998527612,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34,0,0,34,1.0,1.0
B_author_cleaned_MCC_grid,SVM,4,271,68,0.001846500000283413,0.000602166999669862,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.986159169550173,0.9853364082009858,32,2,2,32,0.9411764705882353,0.9411764705882353
B_author_cleaned_MCC_grid,SVM,5,271,68,0.001464707999730308,0.0008079159997578245,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",0.8970588235294118,0.8970588235294117,0.8857142857142857,0.9117647058823529,0.8823529411764706,0.8985507246376812,0.7944613465542747,0.976643598615917,0.9772946248103949,30,4,3,31,0.9090909090909091,0.8823529411764706
B_author_cleaned_MCC_grid,SVM,6,271,68,0.001759457999469305,0.000584375000471482,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",0.9411764705882353,0.9411255411255411,0.9393939393939394,0.9393939393939394,0.9428571428571428,0.9393939393939394,0.8822510822510823,0.9878787878787878,0.9896947415329767,33,2,2,31,0.9428571428571428,0.9428571428571428
B_author_cleaned_MCC_grid,SVM,7,271,68,0.0016168339998330339,0.0005601670000032755,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",0.9264705882352942,0.9259740259740259,0.9375,0.9090909090909091,0.9428571428571428,0.9230769230769231,0.8530566380408909,0.9826839826839826,0.9809801769879861,33,2,3,30,0.9166666666666666,0.9428571428571428
B_author_cleaned_MCC_grid,SVM,8,271,68,0.0018120830000043497,0.000577333000364888,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,38,0,0,30,1.0,1.0
B_author_cleaned_MCC_grid,SVM,9,271,68,0.0017824169999585138,0.0007531249993917299,none,"{""C"": 30, ""break_ties"": false, ""cache_size"": 200, ""class_weight"": null, ""coef0"": 0.0, ""decision_function_shape"": ""ovr"", ""degree"": 5, ""gamma"": ""scale"", ""kernel"": ""poly"", ""max_iter"": -1, ""probability"": false, ""random_state"": null, ""shrinking"": true, ""tol"": 1e-05, ""verbose"": false}",0.9705882352941176,0.9743589743589743,1.0,0.9487179487179487,1.0,0.9736842105263158,0.94207767149171,0.9955791335101679,0.996957326116539,29,0,2,37,0.9354838709677419,1.0
